unix_s,memory_current,memory_peak,process_count,rss_total_kib,codex_process_count,codex_rss_kib,mcp_process_count,mcp_rss_kib,anon,file,kernel,kernel_stack,pagetables,sock,slab,slab_reclaimable,slab_unreclaimable
1786204036.489937,616665088,717320192,19,1001128,8,797340,0,0,270639104,311943168,31010816,5537792,6717440,8192,18116104,13598848,4517256
1786204036.741650,560914432,717320192,13,909352,8,797248,0,0,198823936,312545280,45617152,5193728,6230016,8192,33621360,29653896,3967464
1786204036.993282,560500736,717320192,13,909416,8,797312,0,0,198823936,312545280,45617152,5193728,6230016,8192,33621360,29653896,3967464
1786204037.244640,559648768,717320192,13,909284,8,797188,0,0,198770688,312545280,45367296,5029888,6225920,8192,33539432,29657376,3882056
1786204037.496138,559996928,717320192,13,909352,8,797256,0,0,198770688,312545280,45367296,5029888,6225920,8192,33539432,29657376,3882056
1786204037.747812,560611328,717320192,13,909556,8,797460,0,0,199032832,312553472,45371392,5029888,6230016,12288,33543648,29658416,3885232
1786204037.999230,559472640,717320192,13,909484,8,797388,0,0,198959104,312557568,45150208,4882432,6221824,8192,33479024,29661896,3817128
1786204038.250424,559960064,717320192,13,909404,8,797308,0,0,198877184,313294848,45154304,4882432,6221824,8192,33489248,29677432,3811816
1786204038.501801,559616000,717320192,13,909444,8,797348,0,0,198877184,313294848,45154304,4882432,6221824,8192,33489248,29677432,3811816
1786204038.753505,559603712,717320192,13,909484,8,797388,0,0,198877184,313294848,45154304,4882432,6221824,8192,33489248,29677432,3811816
1786204039.005266,559603712,717320192,13,909524,8,797428,0,0,198877184,313294848,45154304,4882432,6221824,8192,33489248,29677432,3811816
1786204039.256857,559603712,717320192,13,909564,8,797468,0,0,199012352,313294848,45105152,4882432,6221824,8192,33441728,29675064,3766664
1786204039.508142,559484928,717320192,13,909600,8,797504,0,0,199077888,313294848,45105152,4882432,6221824,8192,33441800,29675064,3766736
1786204039.759596,561082368,717320192,13,909780,8,797652,0,0,199262208,313507840,45248512,4882432,6221824,12288,33577136,29750552,3826584
1786204040.011189,560869376,717320192,13,909820,8,797692,0,0,199262208,313507840,45248512,4882432,6221824,12288,33577136,29750552,3826584
1786204040.262821,560787456,717320192,13,909936,8,797808,0,0,199262208,313507840,45248512,4882432,6221824,12288,33577136,29750552,3826584
1786204040.514133,560775168,717320192,13,909976,8,797848,0,0,199262208,313507840,45248512,4882432,6221824,12288,33577136,29750552,3826584
1786204040.765773,560500736,717320192,13,909996,8,797868,0,0,199483392,313507840,45244416,4882432,6221824,8192,33573920,29748032,3825888
1786204041.017245,559849472,717320192,13,909520,8,797868,0,0,199483392,313507840,45244416,4882432,6221824,8192,33573920,29748032,3825888
1786204041.268744,559849472,717320192,13,909520,8,797868,0,0,198995968,313507840,45232128,4882432,6217728,8192,33569936,29748032,3821904
1786204041.520563,561094656,717320192,13,910108,8,798392,0,0,199467008,313511936,45240320,4882432,6217728,12288,33576144,29750896,3825248
1786204041.772369,561160192,717320192,13,910096,8,798380,0,0,199454720,313511936,45240320,4882432,6217728,16384,33579144,29750896,3828248
1786204042.024042,561209344,717320192,13,910160,8,798444,0,0,199520256,313516032,45346816,4882432,6217728,20480,33681584,29756848,3924736
1786204042.275483,564543488,717320192,14,911232,8,798516,0,0,200617984,313520128,46555136,4898816,7344128,8192,33751752,29799016,3952736
1786204042.527111,561430528,717320192,13,910244,8,798528,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204042.778670,561328128,717320192,13,910244,8,798528,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204043.030326,560812032,717320192,13,910244,8,798528,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204043.282094,560775168,717320192,13,910244,8,798528,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204043.533851,560734208,717320192,13,910248,8,798532,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204043.785484,560734208,717320192,13,910248,8,798532,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204044.036969,561467392,717320192,13,910248,8,798532,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204044.288593,561467392,717320192,13,910248,8,798532,0,0,199606272,313520128,45236224,4882432,6217728,8192,33578520,29750696,3827824
1786204044.539849,561393664,717320192,13,910248,8,798532,0,0,199610368,313520128,45232128,4882432,6217728,8192,33574472,29750848,3823624
